id,date_publication,titre,entreprise,ville,type_contrat,secteur,niveau_requis,competences,salaire,teletravail,experience_requise_ans,mois,trimestre,categorie,est_stage
1036,2023-08-16,Data Scientist,Alan,Paris,CDI,HealthTech,Bac+5,"dbt, Spark, AWS, Azure, Tableau, Power BI",38777.0,Non,1,2023-08,2023Q3,Data Science,False
1037,2023-10-26,Stagiaire Data Science,ManoMano,Lyon,Freelance,RetailTech,Bac+5,"PyTorch, RAG, Power BI, AWS, Kubernetes",441.0,Hybride,0,2023-10,2023Q4,Stage,False
1038,2024-06-10,AI Researcher,Withings,Bordeaux,Stage,HealthTech,Bac+3,"Power BI, LLM, Pandas, Docker",671.0,Non,3,2024-06,2024Q2,Recherche IA,True
1039,2024-04-20,Stagiaire Data Analyst,Payfit,Paris,Stage,SaaS,Bac+3,"LLM, PyTorch, Tableau, Power BI, Deep Learning, TensorFlow",753.0,Hybride,1,2024-04,2024Q2,Data Analysis,True
1040,2024-04-26,MLOps Engineer,Mistral AI,Nantes,Stage,DeepTech,Bac+5,"Scikit-learn, dbt, Power BI, Python, LLM",1175.0,Oui,0,2024-04,2024Q2,ML Engineering,True
1041,2023-07-11,Stagiaire Data Science,Mirakl,Paris,CDI,E-commerce,Bac+5,"Spark, RAG, Computer Vision, dbt, TensorFlow",56955.0,Hybride,1,2023-07,2023Q3,Stage,False
1042,2024-06-09,Data Scientist,Swile,Paris,Stage,FinTech,Bac+3,"TensorFlow, Tableau, AWS, Python, Scikit-learn, Computer Vision",744.0,Oui,0,2024-06,2024Q2,Data Science,True
1043,2023-11-15,AI Researcher,Withings,Paris,CDI,SaaS,Bac+8 (PhD),"Kubernetes, Hugging Face, Deep Learning",61191.0,Hybride,1,2023-11,2023Q4,Recherche IA,False
1044,2024-04-21,Data Scientist,Payfit,Paris,CDI,FinTech,Bac+8 (PhD),"Git, RAG, AWS",69945.0,Hybride,0,2024-04,2024Q2,Data Science,False
1045,2023-07-21,MLOps Engineer,Younited,Toulouse,Stage,RetailTech,Bac+4,"LLM, Git, NLP, TensorFlow",796.0,Non,5,2023-07,2023Q3,ML Engineering,True
1046,2023-09-28,AI Researcher,Ekimetrics,Lyon,CDI,HealthTech,Bac+4,"NLP, Hugging Face, GCP",78877.0,Oui,0,2023-09,2023Q3,Recherche IA,False
1047,2024-02-26,ML Engineer,Mistral AI,Lyon,CDI,E-commerce,Bac+5,"Deep Learning, Computer Vision, API REST, Spark, Pandas, GCP, NLP",40133.0,Non,2,2024-02,2024Q1,ML Engineering,False
1048,2024-03-22,Data Scientist,PhotoRoom,Lyon,Stage,LegalTech,Bac+5,"Docker, Tableau, NLP",1052.0,Hybride,1,2024-03,2024Q1,Data Science,True
1049,2024-05-29,Stagiaire Data Science,PhotoRoom,Bordeaux,CDI,RetailTech,Bac+4,"AWS, Hugging Face, Deep Learning, Power BI, TensorFlow, Python",59767.0,Hybride,5,2024-05,2024Q2,Stage,False
1050,2024-02-12,Data Engineer,Ekimetrics,Paris,CDI,SaaS,Bac+5,"Computer Vision, Git, GCP, LLM",52721.0,Non,1,2024-02,2024Q1,Data Engineering,False
1051,2023-11-20,AI Researcher,Kayrros,Paris,CDD,DeepTech,Bac+8 (PhD),"RAG, NLP, dbt",59394.0,Non,5,2023-11,2023Q4,Recherche IA,False
1052,2023-10-01,Data Analyst,Hugging Face,Paris,CDI,DeepTech,Bac+5,"Power BI, API REST, TensorFlow, Python, Docker, Scikit-learn",58423.0,Oui,3,2023-10,2023Q4,Data Analysis,False
1053,2024-04-25,AI Researcher,Swile,Paris,CDI,FinTech,Bac+5,"Azure, AWS, Hugging Face",58692.0,Non,0,2024-04,2024Q2,Recherche IA,False
1054,2024-02-09,Computer Vision Engineer,Ekimetrics,Paris,Stage,MarTech,Bac+5,"Airflow, Python, PyTorch, dbt, Computer Vision, Azure",983.0,Hybride,3,2024-02,2024Q1,Data Engineering,True
1055,2024-05-21,NLP Engineer,Swile,Paris,CDI,RetailTech,Bac+4,"Machine Learning, PyTorch, Azure, TensorFlow, dbt, RAG, Kubernetes",62572.0,Non,5,2024-05,2024Q2,Data Engineering,False
1056,2024-03-08,AI Researcher,PhotoRoom,Paris,CDI,E-commerce,Bac+5,"Machine Learning, Azure, NLP, Tableau, GCP, Hugging Face",86428.0,Hybride,3,2024-03,2024Q1,Recherche IA,False
1057,2023-08-16,AI Researcher,ManoMano,Bordeaux,Stage,DeepTech,Bac+5,"GCP, Kubernetes, RAG, dbt",819.0,Oui,0,2023-08,2023Q3,Recherche IA,True
1058,2024-02-26,Data Scientist,Qonto,Paris,CDI,MarTech,Bac+5,"Spark, Deep Learning, AWS, NLP",63070.0,Oui,5,2024-02,2024Q1,Data Science,False
1059,2023-12-26,Data Engineer,Contentsquare,Grenoble,CDI,HealthTech,Bac+4,"PyTorch, Git, Tableau",35837.0,Oui,3,2023-12,2023Q4,Data Engineering,False
1060,2024-01-26,AI Researcher,Swile,Bordeaux,CDI,MarTech,Bac+5,"SQL, Git, Machine Learning",79574.0,Hybride,5,2024-01,2024Q1,Recherche IA,False
1061,2023-12-18,Data Scientist,Alan,Paris,Stage,RetailTech,Bac+5,"Kubernetes, Deep Learning, GCP, Scikit-learn",1054.0,Hybride,3,2023-12,2023Q4,Data Science,True
1062,2023-12-12,MLOps Engineer,Withings,Lille,CDI,LegalTech,Bac+4,"Pandas, Airflow, NLP, Scikit-learn",45035.0,Oui,5,2023-12,2023Q4,ML Engineering,False
1063,2024-06-08,ML Engineer,Ekimetrics,Marseille,Stage,FinTech,Bac+3,"Computer Vision, Pandas, Machine Learning, RAG, Python, Deep Learning",827.0,Oui,0,2024-06,2024Q2,ML Engineering,True
1064,2023-08-23,Business Intelligence Analyst,Qonto,Paris,CDI,LegalTech,Bac+5,"RAG, LLM, Machine Learning, Kubernetes, PyTorch, Computer Vision",41477.0,Oui,3,2023-08,2023Q3,Data Analysis,False
1065,2023-09-21,Computer Vision Engineer,Contentsquare,Paris,Alternance,DeepTech,Bac+5,"dbt, API REST, Hugging Face, LLM, TensorFlow, Machine Learning, Scikit-learn",1284.0,Oui,3,2023-09,2023Q3,Data Engineering,False
1066,2023-12-16,Data Analyst,Younited,Nantes,CDI,FinTech,Bac+5,"Computer Vision, Docker, Deep Learning, NLP",51593.0,Hybride,3,2023-12,2023Q4,Data Analysis,False
1067,2024-01-27,Business Intelligence Analyst,Alan,Paris,Stage,MarTech,Bac+3,"Spark, Docker, Airflow",989.0,Oui,0,2024-01,2024Q1,Data Analysis,True
1068,2024-06-20,AI Researcher,Payfit,Lille,Stage,E-commerce,Bac+8 (PhD),"LLM, RAG, Spark",989.0,Non,2,2024-06,2024Q2,Recherche IA,True
1070,2023-11-25,Data Scientist,Ekimetrics,Paris,CDI,MarTech,Bac+5,"Kubernetes, Power BI, Airflow",40073.0,Oui,0,2023-11,2023Q4,Data Science,False
1071,2024-06-04,Data Engineer,ManoMano,Bordeaux,CDI,FinTech,Bac+3,"Git, Kubernetes, AWS, SQL, Spark, NLP, Machine Learning",43353.0,Non,0,2024-06,2024Q2,Data Engineering,False
1072,2024-01-22,NLP Engineer,Dataiku,Paris,Stage,HealthTech,Bac+5,"Git, Hugging Face, Machine Learning, LLM, NLP, TensorFlow, Airflow",1123.0,Oui,2,2024-01,2024Q1,Data Engineering,True
1073,2024-04-07,MLOps Engineer,Withings,Toulouse,CDI,LegalTech,Bac+3,"Azure, dbt, Power BI, NLP",56611.0,Oui,0,2024-04,2024Q2,ML Engineering,False
1074,2023-07-19,Data Scientist,Mistral AI,Grenoble,Stage,E-commerce,Bac+4,"LLM, Hugging Face, Tableau, AWS",838.0,Non,0,2023-07,2023Q3,Data Science,True
1075,2024-02-18,NLP Engineer,Hugging Face,Paris,CDI,SaaS,Bac+5,"GCP, TensorFlow, Power BI, API REST, LLM, Git",52311.0,Oui,3,2024-02,2024Q1,Data Engineering,False
1076,2023-08-15,Business Intelligence Analyst,Younited,Lille,CDI,HealthTech,Bac+5,"Pandas, Kubernetes, Power BI, SQL, Spark",65205.0,Hybride,0,2023-08,2023Q3,Data Analysis,False
1077,2023-12-09,Data Engineer,Dataiku,Paris,CDD,HealthTech,Bac+5,"Git, LLM, RAG, SQL, Python, Spark",54074.0,Oui,0,2023-12,2023Q4,Data Engineering,False
1078,2023-11-07,Computer Vision Engineer,Mirakl,Toulouse,CDD,LegalTech,Bac+8 (PhD),"Docker, SQL, Kubernetes, dbt",46083.0,Non,0,2023-11,2023Q4,Data Engineering,False
1079,2023-12-13,Stagiaire Data Science,Kayrros,Nantes,CDI,E-commerce,Bac+4,"NLP, AWS, Deep Learning, Git, Machine Learning, Azure",73838.0,Oui,2,2023-12,2023Q4,Stage,False
1080,2023-08-29,Stagiaire ML,Back Market,Paris,Stage,EdTech,Bac+5,"Spark, Scikit-learn, GCP, Docker, dbt",843.0,Hybride,0,2023-08,2023Q3,Stage,True
1081,2024-01-23,MLOps Engineer,Dataiku,Lille,Stage,MarTech,Bac+5,"Kubernetes, GCP, LLM, Computer Vision, Deep Learning",1003.0,Non,5,2024-01,2024Q1,ML Engineering,True
1082,2024-03-20,Stagiaire Data Science,Withings,Lille,Stage,E-commerce,Bac+8 (PhD),"Airflow, Machine Learning, Pandas, TensorFlow, Computer Vision, Spark",613.0,Oui,0,2024-03,2024Q1,Stage,True
1083,2023-07-01,Business Intelligence Analyst,Swile,Toulouse,CDI,HealthTech,Bac+4,"SQL, Spark, GCP, Scikit-learn",46213.0,Oui,2,2023-07,2023Q3,Data Analysis,False
1084,2024-06-01,Data Scientist,Dataiku,Lyon,CDI,EdTech,Bac+3,"Airflow, RAG, Tableau, Docker, Machine Learning",50238.0,Hybride,2,2024-06,2024Q2,Data Science,False
1085,2024-04-03,Computer Vision Engineer,Younited,Grenoble,Stage,LegalTech,Bac+4,"Tableau, Scikit-learn, SQL",830.0,Non,0,2024-04,2024Q2,Data Engineering,True
1086,2024-02-22,Stagiaire Data Analyst,Doctolib,Paris,CDI,FinTech,Bac+5,"LLM, SQL, AWS, Docker, Git, API REST",67820.0,Hybride,1,2024-02,2024Q1,Data Analysis,False
1087,2024-01-28,AI Researcher,Hugging Face,Paris,Stage,E-commerce,Bac+5,"Pandas, Python, Kubernetes, Hugging Face, Power BI, Azure, SQL",1080.0,Non,5,2024-01,2024Q1,Recherche IA,True
1088,2023-07-28,Stagiaire Data Analyst,ManoMano,Lyon,CDD,E-commerce,Bac+5,"LLM, Scikit-learn, Power BI, RAG, Git",66376.0,Non,0,2023-07,2023Q3,Data Analysis,False
1089,2023-10-05,NLP Engineer,Owkin,Lille,CDI,LegalTech,Bac+5,"Git, Spark, TensorFlow, Python, Airflow, Azure",56645.0,Hybride,1,2023-10,2023Q4,Data Engineering,False
1090,2024-03-22,Business Intelligence Analyst,Mirakl,Lyon,CDI,FinTech,Bac+4,"Tableau, SQL, Hugging Face, Airflow, dbt, AWS, GCP",57864.0,Oui,1,2024-03,2024Q1,Data Analysis,False
1091,2024-01-02,Stagiaire Data Science,Doctolib,Paris,CDI,SaaS,Bac+5,"Airflow, PyTorch, Scikit-learn, Python, SQL",65548.0,Hybride,3,2024-01,2024Q1,Stage,False
1092,2024-05-14,Data Engineer,BlaBlaCar,Lyon,CDI,HealthTech,Bac+5,"SQL, RAG, Machine Learning, Airflow, Hugging Face, LLM",38204.0,Non,0,2024-05,2024Q2,Data Engineering,False
1093,2024-03-12,AI Researcher,PhotoRoom,Paris,CDI,RetailTech,Bac+5,"Airflow, NLP, TensorFlow, Spark, Azure",62080.0,Hybride,5,2024-03,2024Q1,Recherche IA,False
1094,2024-05-16,Data Scientist,Payfit,Paris,CDI,SaaS,Bac+5,"Deep Learning, Azure, SQL, PyTorch",55468.0,Hybride,1,2024-05,2024Q2,Data Science,False
1095,2024-02-12,Data Scientist,Back Market,Toulouse,CDI,FinTech,Bac+5,"GCP, Spark, SQL, Airflow, AWS, Python, dbt",40813.0,Hybride,0,2024-02,2024Q1,Data Science,False
1096,2023-07-27,Business Intelligence Analyst,Hugging Face,Paris,CDI,E-commerce,Bac+5,"Machine Learning, Computer Vision, Scikit-learn",57955.0,Oui,0,2023-07,2023Q3,Data Analysis,False
1097,2023-10-13,Data Engineer,Contentsquare,Paris,CDD,EdTech,Bac+3,"RAG, dbt, AWS, Power BI, Machine Learning",73392.0,Oui,0,2023-10,2023Q4,Data Engineering,False
1098,2023-11-14,Business Intelligence Analyst,Mirakl,Paris,CDI,FinTech,Bac+5,"dbt, Kubernetes, Power BI, Azure, API REST, NLP, Docker",42411.0,Oui,1,2023-11,2023Q4,Data Analysis,False
1099,2024-04-07,Data Scientist,Ekimetrics,Paris,Stage,MarTech,Bac+5,"TensorFlow, RAG, Python, Deep Learning, Hugging Face",1168.0,Hybride,5,2024-04,2024Q2,Data Science,True
1100,2023-09-06,Stagiaire ML,Shift Technology,Paris,CDI,DeepTech,Bac+4,"RAG, GCP, dbt, Pandas, Tableau, API REST, SQL",41795.0,Hybride,0,2023-09,2023Q3,Stage,False
1101,2023-11-25,Data Analyst,Contentsquare,Paris,CDI,E-commerce,Bac+5,"RAG, Computer Vision, Azure, LLM",44834.0,Hybride,0,2023-11,2023Q4,Data Analysis,False
1102,2024-02-10,MLOps Engineer,Payfit,Lyon,Alternance,E-commerce,Bac+4,"Hugging Face, NLP, AWS",1759.0,Non,1,2024-02,2024Q1,ML Engineering,False
1103,2024-06-22,AI Researcher,Younited,Paris,CDI,MarTech,Bac+3,"RAG, Docker, Spark, Kubernetes",57687.0,Oui,2,2024-06,2024Q2,Recherche IA,False
1104,2024-03-05,Business Intelligence Analyst,Contentsquare,Lyon,Stage,MarTech,Bac+5,"GCP, Spark, Scikit-learn",846.0,Oui,1,2024-03,2024Q1,Data Analysis,True
1105,2023-09-01,MLOps Engineer,Contentsquare,Paris,CDI,LegalTech,Bac+4,"Machine Learning, dbt, Azure, NLP, Hugging Face, Spark, Scikit-learn",48415.0,Hybride,0,2023-09,2023Q3,ML Engineering,False
1106,2023-07-15,MLOps Engineer,Shift Technology,Lille,CDI,EdTech,Bac+5,"API REST, Power BI, AWS, RAG",58974.0,Non,1,2023-07,2023Q3,ML Engineering,False
1107,2024-05-18,Business Intelligence Analyst,Shift Technology,Paris,CDI,SaaS,Bac+3,"Machine Learning, Power BI, Computer Vision",44477.0,Hybride,0,2024-05,2024Q2,Data Analysis,False
1108,2024-05-07,ML Engineer,Qonto,Toulouse,CDI,HealthTech,Bac+5,"Python, PyTorch, Deep Learning, Power BI, Airflow, LLM",62102.0,Oui,0,2024-05,2024Q2,ML Engineering,False
1109,2023-10-31,NLP Engineer,Shift Technology,Grenoble,CDI,E-commerce,Bac+4,"GCP, PyTorch, Machine Learning",37909.0,Hybride,2,2023-10,2023Q4,Data Engineering,False
1110,2024-06-28,NLP Engineer,Withings,Toulouse,CDI,HealthTech,Bac+4,"TensorFlow, Tableau, GCP, LLM, Spark",74701.0,Non,1,2024-06,2024Q2,Data Engineering,False
1111,2023-09-20,Stagiaire Data Science,Swile,Toulouse,CDD,DeepTech,Bac+5,"Hugging Face, Deep Learning, SQL, Machine Learning, dbt, Scikit-learn, Power BI",43986.0,Non,2,2023-09,2023Q3,Stage,False
1112,2023-12-07,Stagiaire ML,Payfit,Marseille,CDI,HealthTech,Bac+5,"Git, PyTorch, API REST, RAG",42236.0,Oui,0,2023-12,2023Q4,Stage,False
1113,2024-04-08,Stagiaire Data Science,PhotoRoom,Bordeaux,CDI,E-commerce,Bac+5,"dbt, AWS, Azure, Scikit-learn, Tableau, Kubernetes, Git",51800.0,Hybride,3,2024-04,2024Q2,Stage,False
1114,2023-07-08,AI Researcher,BlaBlaCar,Toulouse,CDD,FinTech,Bac+3,"Spark, Docker, NLP",85325.0,Hybride,3,2023-07,2023Q3,Recherche IA,False
1115,2024-04-08,MLOps Engineer,Shift Technology,Paris,Stage,FinTech,Bac+5,"Computer Vision, Power BI, Docker, Kubernetes, Tableau, AWS, PyTorch",849.0,Hybride,5,2024-04,2024Q2,ML Engineering,True
1116,2024-01-25,Data Engineer,Doctolib,Paris,CDI,EdTech,Bac+4,"Computer Vision, Airflow, RAG, Hugging Face, Kubernetes, Deep Learning",74861.0,Oui,0,2024-01,2024Q1,Data Engineering,False
1117,2023-08-17,AI Researcher,Kayrros,Paris,Stage,HealthTech,Bac+4,"NLP, Scikit-learn, Spark, PyTorch, Docker",680.0,Oui,5,2023-08,2023Q3,Recherche IA,True
1118,2023-10-24,AI Researcher,PhotoRoom,Nantes,Freelance,FinTech,Bac+8 (PhD),"Deep Learning, Pandas, LLM, Computer Vision",86746.0,Hybride,0,2023-10,2023Q4,Recherche IA,False
1119,2023-08-28,MLOps Engineer,ManoMano,Paris,CDI,DeepTech,Bac+5,"Pandas, Python, NLP, Git, dbt, API REST, Docker",61769.0,Hybride,2,2023-08,2023Q3,ML Engineering,False
1120,2024-02-22,MLOps Engineer,Hugging Face,Paris,CDI,SaaS,Bac+5,"Scikit-learn, Docker, Deep Learning, GCP",58751.0,Non,2,2024-02,2024Q1,ML Engineering,False
1121,2023-08-30,AI Researcher,Hugging Face,Paris,CDI,MarTech,Bac+5,"TensorFlow, Airflow, Git",74372.0,Oui,5,2023-08,2023Q3,Recherche IA,False
1122,2024-05-27,Data Engineer,BlaBlaCar,Bordeaux,CDI,EdTech,Bac+5,"Kubernetes, PyTorch, Computer Vision",36008.0,Non,5,2024-05,2024Q2,Data Engineering,False
1123,2023-09-17,Stagiaire ML,Payfit,Paris,Stage,MarTech,Bac+5,"AWS, Machine Learning, GCP, Kubernetes, SQL, Power BI, Deep Learning",757.0,Oui,3,2023-09,2023Q3,Stage,True
1124,2024-03-12,Stagiaire Data Analyst,Shift Technology,Toulouse,Stage,DeepTech,Bac+5,"Azure, Python, Spark",1041.0,Oui,5,2024-03,2024Q1,Data Analysis,True
1125,2023-11-27,Data Engineer,Shift Technology,Paris,CDI,LegalTech,Bac+5,"NLP, TensorFlow, PyTorch, Git, Docker",45453.0,Hybride,0,2023-11,2023Q4,Data Engineering,False
1126,2024-03-17,MLOps Engineer,Back Market,Paris,Stage,LegalTech,Bac+3,"Python, Power BI, Machine Learning, NLP",773.0,Hybride,0,2024-03,2024Q1,ML Engineering,True
1127,2024-06-26,Data Scientist,Younited,Paris,CDI,MarTech,Bac+3,"GCP, Airflow, Hugging Face, Tableau, Azure, RAG",64384.0,Non,3,2024-06,2024Q2,Data Science,False
1128,2023-11-17,Stagiaire Data Analyst,Qonto,Lille,Stage,DeepTech,Bac+5,"Docker, Spark, AWS, NLP",705.0,Hybride,1,2023-11,2023Q4,Data Analysis,True
1129,2024-01-29,MLOps Engineer,Swile,Lyon,CDI,MarTech,Bac+5,"Docker, Deep Learning, Spark, Git, API REST, Power BI",57021.0,Oui,5,2024-01,2024Q1,ML Engineering,False
1130,2024-03-04,NLP Engineer,Hugging Face,Grenoble,CDI,MarTech,Bac+3,"PyTorch, Scikit-learn, Kubernetes",42852.0,Hybride,2,2024-03,2024Q1,Data Engineering,False
1131,2024-02-27,Stagiaire ML,Younited,Paris,CDD,FinTech,Bac+5,"API REST, NLP, Hugging Face, Power BI",70626.0,Non,1,2024-02,2024Q1,Stage,False
1132,2023-11-02,MLOps Engineer,BlaBlaCar,Paris,Stage,EdTech,Bac+8 (PhD),"Power BI, SQL, LLM, API REST",1050.0,Hybride,1,2023-11,2023Q4,ML Engineering,True
1133,2024-02-19,NLP Engineer,Qonto,Paris,Stage,LegalTech,Bac+4,"Scikit-learn, Power BI, Tableau, Airflow, SQL, AWS",761.0,Non,5,2024-02,2024Q1,Data Engineering,True
1134,2024-04-08,Data Scientist,Back Market,Paris,CDI,LegalTech,Bac+5,"Scikit-learn, Power BI, Spark, RAG, PyTorch",57205.0,Hybride,0,2024-04,2024Q2,Data Science,False
1135,2023-09-13,Stagiaire Data Science,Owkin,Paris,CDI,MarTech,Bac+3,"Kubernetes, TensorFlow, Hugging Face, LLM, Python, Azure, Tableau",38263.0,Non,3,2023-09,2023Q3,Stage,False
1136,2024-01-13,Data Analyst,Back Market,Paris,CDI,LegalTech,Bac+4,"Computer Vision, Pandas, dbt",43560.0,Oui,3,2024-01,2024Q1,Data Analysis,False
1137,2023-10-06,NLP Engineer,Contentsquare,Toulouse,CDI,LegalTech,Bac+5,"Docker, PyTorch, dbt, Kubernetes",35554.0,Hybride,5,2023-10,2023Q4,Data Engineering,False
1138,2024-05-02,Data Engineer,Payfit,Toulouse,Stage,HealthTech,Bac+3,"SQL, Python, API REST",1160.0,Hybride,2,2024-05,2024Q2,Data Engineering,True
1139,2024-03-17,Computer Vision Engineer,Younited,Nantes,CDI,LegalTech,Bac+5,"PyTorch, Docker, Python",53341.0,Oui,1,2024-03,2024Q1,Data Engineering,False
1140,2023-09-08,Stagiaire ML,Kayrros,Lyon,Stage,HealthTech,Bac+8 (PhD),"Tableau, Azure, TensorFlow",1159.0,Oui,0,2023-09,2023Q3,Stage,True
1141,2023-08-05,MLOps Engineer,ManoMano,Paris,Stage,DeepTech,Bac+3,"Python, API REST, LLM, Hugging Face, TensorFlow, Deep Learning",1128.0,Oui,3,2023-08,2023Q3,ML Engineering,True
1142,2023-11-19,AI Researcher,Kayrros,Grenoble,CDI,SaaS,Bac+4,"Power BI, Computer Vision, Git, Python, Docker",63967.0,Oui,0,2023-11,2023Q4,Recherche IA,False
1143,2024-01-29,AI Researcher,Back Market,Nantes,CDI,EdTech,Bac+5,"NLP, Tableau, Docker, Power BI, Machine Learning, Spark, AWS",72502.0,Non,1,2024-01,2024Q1,Recherche IA,False
1144,2023-12-22,Stagiaire ML,Back Market,Bordeaux,CDI,HealthTech,Bac+4,"Computer Vision, Spark, Tableau, Python, NLP, GCP, dbt",65400.0,Non,0,2023-12,2023Q4,Stage,False
1145,2024-03-16,Stagiaire Data Science,Swile,Paris,CDI,MarTech,Bac+5,"Tableau, API REST, Spark",74062.0,Non,3,2024-03,2024Q1,Stage,False
1146,2023-11-14,Data Analyst,Back Market,Paris,Freelance,RetailTech,Bac+5,"Kubernetes, TensorFlow, Azure, Machine Learning, Deep Learning",713.0,Oui,2,2023-11,2023Q4,Data Analysis,False
1147,2023-07-02,Stagiaire Data Science,Qonto,Marseille,Stage,E-commerce,Bac+4,"Machine Learning, TensorFlow, Tableau, Hugging Face",836.0,Hybride,3,2023-07,2023Q3,Stage,True
1148,2023-11-22,Data Engineer,Contentsquare,Bordeaux,Stage,EdTech,Bac+4,"API REST, NLP, Airflow",945.0,Hybride,1,2023-11,2023Q4,Data Engineering,True
1149,2023-11-30,ML Engineer,Mirakl,Paris,CDI,DeepTech,Bac+5,"Kubernetes, GCP, RAG",52099.0,Oui,1,2023-11,2023Q4,ML Engineering,False
1150,2024-04-26,Stagiaire ML,Younited,Paris,Stage,MarTech,Bac+4,"API REST, LLM, NLP, Kubernetes",843.0,Non,5,2024-04,2024Q2,Stage,True
1151,2024-04-22,Computer Vision Engineer,Shift Technology,Toulouse,CDI,FinTech,Bac+5,"LLM, Git, Machine Learning, Deep Learning, Power BI, GCP, Tableau",71370.0,Oui,3,2024-04,2024Q2,Data Engineering,False
1152,2024-06-02,Stagiaire ML,Hugging Face,Grenoble,Stage,FinTech,Bac+4,"PyTorch, Pandas, Scikit-learn",1108.0,Non,2,2024-06,2024Q2,Stage,True
1153,2024-03-07,ML Engineer,Hugging Face,Paris,Freelance,DeepTech,Bac+3,"NLP, TensorFlow, LLM, Power BI, Tableau, Python, Docker",536.0,Non,5,2024-03,2024Q1,ML Engineering,False
1154,2023-09-15,Stagiaire Data Analyst,PhotoRoom,Paris,CDI,RetailTech,Bac+4,"Computer Vision, Kubernetes, Hugging Face, dbt, RAG",44942.0,Non,3,2023-09,2023Q3,Data Analysis,False
1155,2024-02-14,Stagiaire Data Analyst,Mirakl,Nantes,Stage,EdTech,Bac+5,"Hugging Face, GCP, dbt, Computer Vision",781.0,Non,2,2024-02,2024Q1,Data Analysis,True
1156,2024-04-01,Data Engineer,Qonto,Bordeaux,CDD,FinTech,Bac+5,"Git, TensorFlow, PyTorch, Computer Vision, GCP",40868.0,Non,2,2024-04,2024Q2,Data Engineering,False
1157,2024-03-04,ML Engineer,Ekimetrics,Lyon,Freelance,LegalTech,Bac+5,"NLP, Machine Learning, Python, Docker",533.0,Hybride,0,2024-03,2024Q1,ML Engineering,False
1158,2023-12-24,MLOps Engineer,PhotoRoom,Paris,Stage,HealthTech,Bac+4,"Kubernetes, Deep Learning, SQL, Hugging Face, Scikit-learn, AWS",672.0,Non,5,2023-12,2023Q4,ML Engineering,True
1159,2023-12-18,MLOps Engineer,Kayrros,Nantes,Stage,EdTech,Bac+8 (PhD),"dbt, Azure, Python, Pandas",682.0,Non,3,2023-12,2023Q4,ML Engineering,True
1160,2024-04-08,Stagiaire ML,Back Market,Lyon,CDI,E-commerce,Bac+5,"dbt, Hugging Face, API REST, Tableau, Airflow",65073.0,Hybride,5,2024-04,2024Q2,Stage,False
1161,2024-04-04,Data Engineer,Ekimetrics,Paris,Freelance,EdTech,Bac+4,"RAG, TensorFlow, Deep Learning",743.0,Oui,1,2024-04,2024Q2,Data Engineering,False
1162,2024-01-10,Stagiaire Data Science,Alan,Bordeaux,Stage,MarTech,Bac+4,"TensorFlow, Computer Vision, RAG",1007.0,Hybride,3,2024-01,2024Q1,Stage,True
1163,2024-02-19,Stagiaire Data Science,PhotoRoom,Paris,CDD,FinTech,Bac+5,"Git, Hugging Face, AWS, NLP, Pandas",37145.0,Oui,0,2024-02,2024Q1,Stage,False
1164,2023-12-12,Data Analyst,Dataiku,Nantes,CDI,RetailTech,Bac+4,"TensorFlow, API REST, PyTorch, NLP, Python, Kubernetes, Machine Learning",50336.0,Hybride,2,2023-12,2023Q4,Data Analysis,False
1165,2023-10-05,NLP Engineer,Alan,Paris,CDD,DeepTech,Bac+5,"Kubernetes, Docker, Computer Vision, Deep Learning, Spark, LLM",42568.0,Non,5,2023-10,2023Q4,Data Engineering,False
1166,2024-06-22,Computer Vision Engineer,Ekimetrics,Paris,CDI,RetailTech,Bac+5,"Docker, Computer Vision, Kubernetes, Machine Learning, Hugging Face",53436.0,Hybride,1,2024-06,2024Q2,Data Engineering,False
1167,2023-10-31,Stagiaire ML,Kayrros,Lyon,CDD,HealthTech,Bac+5,"Power BI, LLM, Scikit-learn, NLP",39216.0,Hybride,2,2023-10,2023Q4,Stage,False
1168,2024-04-18,Stagiaire Data Analyst,Doctolib,Lyon,Stage,DeepTech,Bac+5,"PyTorch, Python, dbt, Scikit-learn, API REST",818.0,Oui,3,2024-04,2024Q2,Data Analysis,True
1169,2024-01-13,MLOps Engineer,Mistral AI,Paris,Stage,LegalTech,Bac+5,"Tableau, dbt, PyTorch, Git",845.0,Non,1,2024-01,2024Q1,ML Engineering,True
1170,2023-10-28,MLOps Engineer,Hugging Face,Marseille,CDI,MarTech,Bac+5,"Python, RAG, Docker, Kubernetes",62167.0,Non,3,2023-10,2023Q4,ML Engineering,False
1171,2024-01-27,Data Scientist,Dataiku,Paris,CDI,EdTech,Bac+4,"Airflow, SQL, Azure, API REST, GCP, NLP, Tableau",72682.0,Non,5,2024-01,2024Q1,Data Science,False
1173,2023-12-10,MLOps Engineer,Mirakl,Marseille,Stage,RetailTech,Bac+5,"SQL, dbt, Python",821.0,Hybride,5,2023-12,2023Q4,ML Engineering,True
1174,2024-02-28,ML Engineer,Swile,Paris,CDI,FinTech,Bac+5,"Machine Learning, Power BI, Deep Learning, SQL",52627.0,Non,0,2024-02,2024Q1,ML Engineering,False
